idMao,jogadorMao,cartaAltaRobo,cartaMediaRobo,cartaBaixaRobo,primeiraCartaRobo,primeiraCartaHumano,segundaCartaRobo,segundaCartaHumano,terceiraCartaRobo,terceiraCartaHumano,ganhadorPrimeiraRodada,ganhadorSegundaRodada,ganhadorTerceiraRodada,quemPediuEnvido,quemPediuFaltaEnvido,pontosEnvidoRobo,quemGanhouEnvido,quemFlor,quemContraFlor,quemContraFlorResto,quemGanhouFlor,quemTruco,quemRetruco,quemValeQuatro,quemNegouTruco,quemGanhouTruco,naipeCartaAltaRobo,naipeCartaMediaRobo,naipeCartaBaixaRobo
21039,2,52,7,3,7,8,15,15,15,15,2,2,2,2,0,26,2,0,0,0,0,2,0,0,1,2,1,2,2
21040,1,16,2,1,16,8,15,15,15,15,1,2,2,2,0,5,2,0,0,0,0,2,0,0,1,2,2,1,4
21041,2,50,3,3,3,6,50,6,3,6,2,1,2,0,0,27,1,0,0,0,0,0,0,0,0,2,3,3,2
21042,1,24,16,2,2,2,46,46,46,46,0,1,1,1,0,27,2,0,0,0,0,1,0,0,2,1,2,4,4
21043,2,24,16,6,6,50,16,12,24,4,2,1,1,0,0,22,0,1,0,0,1,2,1,0,0,1,2,2,2
21044,1,12,8,7,7,7,12,2,15,46,0,1,2,1,0,21,2,0,0,0,0,0,0,0,0,1,2,2,4
21045,2,16,3,3,16,6,3,6,3,4,1,2,2,0,2,6,2,0,0,0,0,1,0,0,0,2,4,1,2
21046,1,24,8,7,7,24,10,10,10,10,2,2,2,1,2,20,2,0,0,0,0,2,0,0,0,2,3,2,2
21047,2,42,1,1,46,46,46,46,46,46,1,1,1,2,0,7,2,0,0,0,0,2,1,0,2,1,1,4,3
21048,1,7,7,3,3,0,15,0,15,0,1,2,2,1,0,26,1,0,0,0,0,2,0,0,1,2,4,3,4
21049,2,12,8,1,1,1,46,46,46,46,0,1,1,0,0,24,2,0,0,0,0,0,0,0,0,1,4,3,3
21050,1,16,2,1,16,3,46,46,46,46,1,1,1,1,0,27,1,0,0,0,0,1,0,0,2,1,2,2,1
21051,2,3,3,1,15,0,15,0,15,0,2,2,2,0,0,30,0,0,0,0,0,2,0,0,1,2,2,3,3
21052,1,40,8,2,2,4,8,12,15,15,2,2,2,1,0,32,1,0,0,0,0,1,0,0,0,2,2,1,2
21053,2,24,6,6,6,2,24,24,15,46,1,0,2,1,0,3,1,0,0,0,0,1,0,0,0,1,2,3,1
21054,1,24,4,2,2,24,4,7,24,3,2,2,1,1,0,30,1,0,0,0,0,2,0,0,0,2,3,3,1
21055,2,50,12,3,3,3,46,46,46,46,0,1,1,0,0,6,2,0,0,0,0,0,0,0,0,1,3,2,4
21056,1,50,6,3,6,16,50,8,3,1,2,1,1,1,0,27,1,0,0,0,0,1,0,0,0,1,3,4,3
21057,2,16,7,6,6,6,46,46,46,46,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,4
21058,1,52,12,6,6,16,12,16,52,7,2,2,1,1,0,1,2,0,0,0,0,2,0,0,0,2,1,2,3
21061,2,40,7,1,7,16,1,6,40,3,2,2,1,2,0,24,2,0,0,0,0,2,0,0,0,2,2,4,4
21062,1,8,6,6,6,0,15,0,15,0,1,2,2,0,0,0,0,0,0,0,0,2,0,0,1,2,4,1,2
21063,2,4,4,3,15,0,15,0,15,0,2,2,2,0,0,33,0,0,0,0,0,2,0,0,1,2,3,4,3
21064,1,42,3,2,2,50,3,24,42,1,2,2,1,1,0,32,1,0,0,0,0,1,0,0,0,2,1,3,1
21065,2,8,7,3,8,40,7,12,15,15,2,2,2,0,0,26,1,0,0,0,0,2,1,2,0,2,2,1,1
21066,1,12,4,3,3,6,15,15,15,15,2,2,2,1,0,27,1,0,0,0,0,2,0,0,1,2,2,3,2
21067,2,3,2,1,3,8,1,4,2,2,2,2,0,2,0,6,2,0,0,0,0,0,0,0,0,2,2,3,4
21068,1,16,8,6,6,52,8,12,16,3,2,2,1,2,0,22,2,0,0,0,0,1,0,0,0,2,1,1,4
21069,2,24,7,4,7,1,4,2,15,46,1,1,2,1,0,30,1,0,0,0,0,1,0,0,0,1,3,1,3
21070,1,24,6,2,2,0,15,0,15,0,1,2,2,1,0,28,1,0,0,0,0,2,0,0,1,2,1,4,1
21071,2,16,6,4,46,46,46,46,46,46,1,1,1,2,1,29,1,0,0,0,0,2,1,0,2,1,3,4,3
21072,1,12,12,3,12,6,3,1,12,1,1,1,1,2,0,6,2,0,0,0,0,2,0,0,0,1,2,4,3
21073,2,24,12,7,12,2,46,46,46,46,1,1,1,2,0,21,2,0,0,0,0,1,0,0,2,1,4,2,2
21074,1,40,6,3,40,42,46,46,46,46,2,1,1,1,0,26,1,0,0,0,0,2,1,0,2,1,2,1,1
21075,1,42,16,7,16,24,42,12,7,1,2,1,1,1,0,22,2,2,0,0,0,2,0,0,0,1,1,2,2
21076,2,52,4,2,4,24,2,16,52,2,2,2,1,0,0,32,1,0,0,0,0,2,0,0,0,2,1,4,4
21077,1,7,7,6,6,24,7,8,7,2,2,2,1,0,0,0,0,0,0,0,0,1,2,0,0,2,2,3,4
21078,2,6,1,1,6,8,10,10,10,10,2,2,2,1,0,24,1,0,0,0,0,2,0,0,0,2,1,1,2
21079,1,8,6,1,1,0,15,0,15,0,1,2,2,1,0,24,1,0,0,0,0,2,0,0,1,2,3,2,2
21080,2,8,8,6,8,52,6,42,8,4,2,2,1,2,0,0,2,0,0,0,0,2,0,0,0,2,4,1,2
21081,1,42,8,7,8,24,42,7,7,4,2,1,1,1,0,7,1,0,0,0,0,1,2,0,0,1,1,4,2
21082,2,24,16,2,2,2,46,46,46,46,0,1,1,2,0,5,2,0,0,0,0,0,0,0,0,1,3,4,1
21083,1,16,8,7,7,8,46,46,46,46,2,1,1,0,0,22,0,0,0,0,0,1,0,0,0,1,1,2,1
21084,2,40,3,1,46,46,46,46,46,46,1,1,1,2,0,7,2,0,0,0,0,1,0,0,2,1,2,1,4
21085,1,24,24,8,8,7,15,15,15,15,1,2,2,2,0,3,2,0,0,0,0,2,0,0,1,2,3,2,1
21086,2,42,6,4,42,24,46,46,46,46,1,1,1,2,0,7,2,0,0,0,0,1,0,0,2,1,1,3,4
21087,1,52,24,6,6,3,24,6,15,46,1,1,2,0,0,24,2,0,0,0,0,1,0,0,0,1,1,1,4
21088,2,24,7,4,24,50,4,24,7,7,2,2,0,0,0,7,0,0,0,0,0,2,0,0,0,2,1,2,4
21089,1,40,24,1,1,7,24,7,40,6,2,1,1,1,0,27,1,0,0,0,0,2,0,0,0,1,2,1,1
21090,2,52,16,12,16,4,46,46,46,46,1,1,1,0,0,2,2,0,0,0,0,1,2,1,2,1,1,3,4
21091,1,16,6,1,16,16,1,7,6,6,0,2,0,2,0,4,2,0,0,0,0,1,0,0,0,2,4,3,1
21092,2,42,16,3,3,3,46,46,46,46,0,1,1,1,0,7,1,0,0,0,0,1,0,0,2,1,1,3,2
21093,1,16,8,3,3,2,46,46,46,46,1,1,1,1,0,22,1,0,0,0,0,1,0,0,2,1,1,1,4
21094,2,24,16,6,16,24,6,8,24,3,2,2,1,2,0,3,2,0,0,0,0,2,1,0,0,2,3,2,4
21095,1,8,6,6,6,7,15,15,15,15,2,2,2,0,0,20,0,0,0,0,0,2,0,0,1,2,3,3,1
21096,2,40,24,1,46,46,46,46,46,46,1,1,1,2,0,7,2,0,0,0,0,1,0,0,2,1,2,1,4
21097,1,16,8,6,6,4,46,46,46,46,1,1,1,0,0,20,0,0,0,0,0,1,0,0,2,1,1,2,2
21098,2,16,2,1,1,1,46,46,46,46,0,1,1,0,1,29,1,0,0,0,0,1,0,0,2,1,1,2,2
21099,1,8,7,3,3,3,46,46,46,46,0,1,1,2,0,20,2,0,0,0,0,1,0,0,2,1,2,2,3
21100,2,12,12,2,12,50,2,16,12,3,2,2,1,1,0,5,1,0,0,0,0,0,0,0,0,2,4,2,3
21101,1,16,16,7,16,12,7,7,46,46,1,0,1,2,0,2,2,0,0,0,0,1,0,0,2,1,3,2,4
21102,2,4,3,1,4,7,10,10,10,10,2,2,2,0,0,31,1,0,0,0,0,2,0,0,0,2,4,1,4
21105,2,24,24,3,15,0,15,0,15,0,2,2,2,0,2,29,2,0,0,0,0,2,0,0,1,2,2,1,2
21106,1,50,40,2,2,16,40,7,50,6,2,1,1,0,0,26,0,0,0,0,0,1,2,0,0,1,3,2,3
21107,2,16,7,1,16,2,46,46,46,46,1,1,1,0,0,26,1,0,0,0,0,1,0,0,2,1,4,2,4
21108,1,24,16,12,46,46,46,46,46,46,1,1,1,0,0,23,0,0,0,0,0,1,0,0,2,1,3,2,2
21109,2,50,24,7,7,8,24,24,15,15,2,0,2,1,0,23,1,0,0,0,0,2,0,0,0,2,3,1,1
21110,1,12,2,1,1,8,15,15,15,15,2,2,2,0,0,29,0,1,0,0,1,2,0,0,1,2,4,4,4
21111,2,16,8,6,6,1,46,46,46,46,1,1,1,1,0,20,1,0,0,0,0,1,0,0,2,1,4,1,1
21112,1,42,24,4,4,52,24,7,42,2,2,1,1,0,0,7,2,0,0,0,0,1,0,0,0,1,1,4,3
21113,2,8,7,2,8,12,15,15,15,15,2,2,2,2,0,25,2,0,0,0,0,2,0,0,1,2,2,4,2
21114,1,16,8,2,2,4,46,46,46,46,2,1,1,0,0,5,2,0,0,0,0,1,0,0,2,1,2,3,4
21115,2,7,3,1,7,40,3,6,15,15,2,2,2,0,0,30,0,1,0,0,1,2,0,0,0,2,2,2,2
21116,1,12,3,1,1,24,3,6,12,2,2,2,1,2,0,6,2,0,0,0,0,2,0,0,0,2,2,1,4
21117,2,24,24,7,7,8,15,15,15,15,2,2,2,0,0,3,0,0,0,0,0,2,1,2,1,2,4,1,2
21118,1,8,7,2,7,24,8,12,2,6,2,2,2,2,0,25,2,0,0,0,0,0,0,0,0,2,3,2,3
21119,2,24,2,1,24,12,1,4,2,2,1,2,0,0,0,29,1,0,0,0,0,2,0,0,0,1,1,4,4
21120,1,42,8,4,46,46,46,46,46,46,1,1,1,0,0,7,0,0,0,0,0,1,0,0,2,1,1,2,4
21121,2,24,16,3,3,24,16,8,24,6,2,1,1,0,0,6,0,0,0,0,0,2,0,0,0,1,4,2,3
21122,1,3,2,2,2,8,15,15,15,15,2,2,2,0,0,6,2,0,0,0,0,2,0,0,1,2,2,3,1
21123,2,16,8,4,15,0,15,0,15,0,2,2,2,0,0,7,2,0,0,0,0,2,0,0,1,2,2,4,3
21124,1,50,16,8,8,6,15,15,15,15,1,2,2,2,0,2,2,0,0,0,0,1,2,2,1,2,3,2,1
21125,2,12,8,7,46,46,46,46,46,46,1,1,1,0,0,1,2,0,0,0,0,1,0,0,2,1,4,2,3
21126,1,16,8,4,4,24,8,7,16,1,2,1,1,1,0,29,1,0,0,0,0,1,2,0,0,1,3,2,3
21127,2,40,6,2,6,2,46,46,46,46,1,1,1,2,0,27,1,0,0,0,0,1,0,0,2,1,2,2,3
21128,1,52,2,1,1,16,52,16,2,6,2,1,2,2,0,5,2,0,0,0,0,1,2,1,0,2,1,4,2
21129,2,16,7,3,16,42,3,7,7,2,2,2,1,0,0,6,2,0,0,0,0,2,1,0,0,2,4,1,2
21130,1,24,24,8,24,1,8,2,15,46,1,1,2,0,2,23,2,0,0,0,0,1,2,0,0,1,3,4,4
21131,2,6,4,3,3,2,4,4,15,46,1,0,2,0,0,33,1,0,0,0,0,0,0,0,0,1,4,3,3
21132,1,24,16,16,16,7,24,24,15,46,1,0,2,0,0,25,0,0,0,0,0,1,2,2,0,1,2,2,3
21133,2,24,12,3,15,0,15,0,15,0,2,2,2,0,0,27,0,0,0,0,0,2,0,0,1,2,1,2,2
21134,1,12,12,4,12,24,15,15,15,15,2,2,2,0,0,7,0,2,0,0,0,2,0,0,1,2,2,4,3
21136,2,16,8,3,15,0,15,0,15,0,2,2,2,0,0,22,0,0,0,0,0,2,0,0,1,2,1,1,4
21137,1,24,7,3,46,46,46,46,46,46,1,1,1,1,0,29,1,0,0,0,0,1,0,0,2,1,1,3,1
21138,2,8,8,7,7,1,8,8,15,46,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,1,3,2,1
21139,1,40,16,16,46,46,46,46,46,46,1,1,1,0,0,29,0,2,0,0,0,1,0,0,2,1,2,3,2
21140,2,24,16,6,6,24,24,16,16,12,2,1,1,0,0,3,0,0,0,0,0,1,2,1,0,1,4,1,3
21142,2,7,4,2,46,46,46,46,46,46,1,1,1,2,0,27,1,0,0,0,0,1,0,0,2,1,3,3,1
21143,1,8,3,2,2,0,15,0,15,0,1,2,2,0,1,31,1,0,0,0,0,2,0,0,1,2,3,4,4
21144,2,24,2,1,1,24,24,12,2,7,2,1,2,0,0,29,0,1,0,0,1,2,1,0,0,2,2,2,2
21145,1,52,6,1,1,12,6,8,52,3,2,2,1,0,0,4,2,0,0,0,0,1,0,0,0,2,1,2,4
21147,1,16,12,6,6,0,15,0,15,0,1,2,2,2,0,23,2,0,0,0,0,2,0,0,1,2,2,2,4
21148,2,40,16,3,3,52,16,24,40,1,2,2,1,1,0,7,1,0,0,0,0,2,0,0,0,2,2,4,3
21149,1,52,8,1,46,46,46,46,46,46,1,1,1,0,0,4,0,0,0,0,0,1,0,0,2,1,1,3,2
21150,2,24,8,6,8,1,46,46,46,46,1,1,1,1,0,23,1,0,0,0,0,1,0,0,2,1,4,1,4
21151,1,6,4,1,6,0,15,0,15,0,1,2,2,2,0,7,2,0,0,0,0,2,0,0,1,2,1,3,4
21152,2,24,3,2,2,40,24,7,3,3,2,1,0,1,0,6,1,0,0,0,0,2,1,2,0,2,2,1,3
21153,1,16,12,6,6,16,15,15,15,15,2,2,2,0,0,2,2,0,0,0,0,2,0,0,1,2,2,4,1
21154,2,16,12,1,12,24,1,7,16,2,2,2,1,0,2,25,2,1,0,0,1,1,2,1,0,2,2,2,2
21155,1,16,3,3,3,16,16,8,3,6,2,1,2,0,0,6,2,0,0,0,0,2,0,0,0,2,1,4,3
21156,2,40,16,3,3,16,16,2,40,1,2,1,1,0,1,29,1,0,0,0,0,2,0,0,0,1,2,2,4
21157,1,16,8,3,3,24,8,7,16,2,2,1,1,0,0,6,2,0,0,0,0,1,2,0,0,1,2,3,1
21158,2,12,7,1,12,6,15,15,15,15,1,2,2,1,0,24,1,0,0,0,0,1,2,0,1,2,2,3,3
21159,1,6,3,1,3,0,15,0,15,0,1,2,2,0,0,6,0,0,0,0,0,2,0,0,1,2,1,4,2
21160,2,42,16,1,1,16,16,8,42,6,2,1,1,0,0,7,0,0,0,0,0,2,1,0,0,1,1,3,4
21161,1,24,24,7,24,1,46,46,46,46,1,1,1,2,0,3,2,0,0,0,0,1,0,0,2,1,4,2,3
21162,2,40,3,1,1,3,3,7,15,15,2,2,2,1,0,30,1,0,0,0,0,2,0,0,0,2,2,1,1
21163,1,52,3,3,3,0,15,15,15,15,1,2,2,2,0,6,2,0,0,0,0,1,2,0,1,2,1,2,4
21164,1,42,16,7,16,24,42,7,7,6,2,1,1,0,1,29,1,2,0,0,0,2,1,0,0,1,1,1,4
21165,2,7,4,1,7,8,1,8,4,6,2,2,2,0,0,27,1,0,0,0,0,2,0,0,0,2,3,3,1
21166,1,3,2,1,1,4,3,8,15,15,2,2,2,1,0,30,2,0,0,0,0,0,0,0,0,2,1,2,1
21167,2,16,6,1,6,2,46,46,46,46,1,1,1,2,0,24,1,0,0,0,0,1,0,0,2,1,3,1,1
21168,1,12,6,1,12,16,15,15,15,15,2,2,2,0,0,4,0,0,0,0,0,2,0,0,1,2,2,1,4
21169,2,24,3,2,2,3,46,46,46,46,2,1,1,0,0,28,2,0,0,0,0,1,0,0,2,1,4,1,4
21170,1,52,12,7,7,50,52,42,12,8,2,1,1,2,0,1,2,0,0,0,0,2,1,0,0,1,1,2,3
21172,1,7,4,1,1,6,15,15,15,15,2,2,2,0,0,7,0,2,0,0,0,2,0,0,1,2,1,3,4
21173,2,24,6,4,24,2,46,46,46,46,1,1,1,1,0,23,1,0,0,0,0,1,0,0,2,1,1,1,3
21174,1,16,8,2,46,46,46,46,46,46,1,1,1,1,0,27,2,0,0,0,0,1,0,0,2,1,2,3,2
21175,2,16,1,1,1,1,16,12,15,46,0,1,2,0,0,4,0,0,0,0,0,2,1,0,0,1,2,4,1
21176,1,24,8,6,46,46,46,46,46,46,1,1,1,1,0,23,2,0,0,0,0,1,0,0,2,1,1,4,1
21177,2,50,7,6,6,2,46,46,46,46,1,1,1,2,0,20,2,0,0,0,0,1,0,0,2,1,3,2,2
21178,1,24,16,3,3,24,16,7,24,2,2,1,1,0,0,6,0,0,0,0,0,1,2,0,0,1,1,3,4
21179,2,16,8,6,8,40,6,24,16,2,2,2,1,1,0,2,1,0,0,0,0,2,1,0,0,2,2,4,3
21180,1,7,6,3,6,16,7,8,15,15,2,2,2,2,0,6,2,0,0,0,0,2,0,0,0,2,2,3,4
21181,2,24,24,2,2,52,24,16,24,6,2,1,1,1,0,5,1,0,0,0,0,2,1,1,0,1,1,3,2
21182,1,16,7,3,3,6,15,15,15,15,2,2,2,0,0,26,0,1,0,0,1,2,0,0,1,2,1,1,1
21183,2,16,8,2,15,0,15,0,15,0,2,2,2,0,0,27,0,0,0,0,0,2,0,0,1,2,2,3,2
21184,1,24,7,6,46,46,46,46,46,46,1,1,1,0,0,23,2,0,0,0,0,1,2,1,2,1,4,2,4
21185,2,24,3,1,24,50,1,16,3,8,2,2,2,1,0,6,1,0,0,0,0,2,1,0,0,2,3,2,4
21186,1,42,4,1,4,8,42,7,1,7,2,1,2,1,0,7,1,0,0,0,0,1,2,0,0,2,1,4,2
21187,2,52,42,24,46,46,46,46,46,46,1,1,1,0,1,28,1,0,0,0,0,1,0,0,2,1,1,1,2
21188,1,24,8,2,2,16,24,42,15,15,2,2,2,0,0,23,2,0,0,0,0,1,2,0,0,2,1,1,3
21189,2,42,8,2,2,24,8,7,42,1,2,1,1,1,0,25,1,0,0,0,0,1,0,0,0,1,1,2,2
21190,1,3,2,1,1,7,15,15,15,15,2,2,2,0,0,31,1,0,0,0,0,2,0,0,1,2,4,4,1
21191,2,52,7,2,7,16,2,6,52,2,2,2,1,0,0,26,1,0,0,0,0,1,0,0,0,2,1,2,1
21192,1,16,7,2,2,7,16,3,7,2,2,1,1,0,0,22,2,0,0,0,0,1,0,0,0,1,3,3,1
21194,1,6,4,3,3,8,4,8,6,1,2,2,1,0,2,7,2,0,0,0,0,0,0,0,0,2,2,3,4
21196,1,8,7,2,7,8,2,7,8,3,2,2,1,1,0,25,1,0,0,0,0,1,0,0,0,2,3,2,3
21197,2,52,16,2,2,16,52,7,16,6,2,1,1,0,0,5,0,2,0,0,0,2,0,0,0,1,1,2,3
21198,1,24,3,3,3,16,24,12,3,6,2,1,2,1,0,29,1,0,0,0,0,0,0,0,0,2,3,1,3
21199,2,7,3,1,15,0,15,0,15,0,2,2,2,0,0,26,0,0,0,0,0,2,0,0,1,2,1,1,4
21200,1,6,3,2,3,0,15,0,15,0,1,2,2,0,1,31,1,0,0,0,0,2,0,0,1,2,3,1,1
21201,2,8,7,2,15,0,15,0,15,0,2,2,2,0,0,5,0,0,0,0,0,2,0,0,1,2,2,4,3
21202,1,8,7,1,1,0,15,0,15,0,1,2,2,2,0,4,2,0,0,0,0,2,0,0,1,2,3,1,4
21204,1,16,2,1,16,0,15,0,15,0,1,2,2,0,1,29,1,0,0,0,0,2,0,0,1,2,3,2,2
21205,1,12,4,2,12,8,4,7,2,2,1,2,0,0,1,32,1,0,0,0,0,0,0,0,0,1,4,3,3
21206,2,24,24,16,16,1,24,24,15,46,1,0,2,1,0,3,1,0,0,0,0,0,0,0,0,1,3,2,4
21207,1,6,6,4,6,7,15,15,15,15,2,2,2,1,0,27,1,0,0,0,0,2,0,0,1,2,4,1,4
21208,2,52,3,2,46,46,46,46,46,46,1,1,1,1,0,27,1,0,0,0,0,1,0,0,2,1,1,1,2
21210,2,16,6,3,16,16,3,6,6,1,0,2,1,1,0,22,1,0,0,0,0,0,0,0,0,2,2,2,3
21211,1,16,7,7,7,6,16,16,15,46,1,0,2,1,0,22,1,0,0,0,0,0,0,0,0,1,4,4,3
21213,1,12,6,3,3,7,46,46,46,46,2,1,1,2,0,26,2,0,0,0,0,1,0,0,2,1,4,2,2
21214,2,12,6,3,46,46,46,46,46,46,1,1,1,1,0,6,1,0,0,0,0,1,0,0,2,1,4,1,3
21215,1,8,4,3,3,4,15,15,15,15,2,2,2,0,0,7,0,0,0,0,0,2,0,0,1,2,3,4,1
21216,2,16,7,6,7,24,6,3,16,3,2,1,1,2,0,22,2,0,0,0,0,0,0,0,0,1,1,2,1
21218,2,40,24,4,4,2,24,24,15,46,1,0,2,0,1,30,1,0,0,0,0,1,0,0,0,1,2,4,4
21219,1,24,7,2,2,7,7,3,24,2,2,1,1,2,0,25,2,0,0,0,0,2,0,0,0,1,3,1,1
21220,2,8,8,1,8,16,1,7,8,4,2,2,1,2,0,24,2,0,0,0,0,2,1,0,0,2,2,1,1
21221,1,6,4,1,6,12,10,10,10,10,2,2,2,0,0,7,0,0,0,0,0,2,0,0,0,2,1,3,4
21222,2,8,3,1,8,6,1,6,3,3,1,2,0,2,0,6,2,0,0,0,0,0,0,0,0,1,2,3,4
21223,1,6,6,2,6,24,2,6,15,15,2,2,2,0,0,25,0,0,0,0,0,0,0,0,0,2,3,1,1
21224,2,50,1,1,1,6,50,4,1,1,2,1,0,2,0,4,2,0,0,0,0,0,0,0,0,2,3,4,2
21225,1,52,6,3,3,3,46,46,46,46,0,1,1,0,0,6,0,0,0,0,0,1,0,0,2,1,1,2,4
21226,2,7,6,3,46,46,46,46,46,46,1,1,1,0,0,6,0,0,0,0,0,1,0,0,2,1,3,2,4
21227,1,40,8,3,3,16,40,50,15,15,2,2,2,0,0,26,0,1,0,0,1,2,1,0,0,2,2,2,2
21228,1,3,2,2,2,8,3,4,2,1,2,2,1,0,1,31,1,0,0,0,0,0,0,0,0,2,3,3,1
21229,2,7,7,1,7,1,46,46,46,46,1,1,1,2,0,4,2,0,0,0,0,1,0,0,2,1,3,2,4
21230,1,24,8,6,24,52,8,24,6,3,2,2,1,2,0,23,2,0,0,0,0,2,0,0,0,2,4,3,4
21231,2,12,3,3,12,50,3,12,3,6,2,2,2,0,0,6,2,0,0,0,0,2,0,0,0,2,2,3,1
21232,1,16,6,3,3,16,10,10,10,10,2,2,2,2,0,28,2,0,0,0,0,1,2,0,0,2,2,4,2
21233,2,8,7,1,7,1,15,15,15,15,1,2,2,0,0,4,0,0,0,0,0,2,0,0,1,2,4,3,2
21234,1,8,6,1,1,7,15,15,15,15,2,2,2,2,0,4,2,0,0,0,0,2,1,2,1,2,3,4,1
21235,2,52,24,7,7,42,24,6,52,1,2,1,1,0,0,23,0,1,0,0,1,2,1,0,0,1,1,1,1
21237,2,24,12,1,12,16,1,8,24,6,2,2,1,0,0,27,1,0,0,0,0,2,0,0,0,2,1,4,1
21238,1,50,24,4,4,40,24,24,50,2,2,0,1,2,0,7,2,0,0,0,0,1,2,0,0,2,3,2,4
21239,2,16,8,3,8,6,46,46,46,46,1,1,1,1,0,28,1,0,0,0,0,1,0,0,2,1,3,1,3
21240,1,12,6,6,6,2,12,8,15,46,1,1,2,2,0,21,2,0,0,0,0,1,0,0,0,1,4,4,1
21241,2,24,12,2,12,3,46,46,46,46,1,1,1,0,0,5,0,0,0,0,0,1,2,1,2,1,1,4,2
21243,2,12,7,7,7,1,46,46,46,46,1,1,1,2,0,1,2,0,0,0,0,1,0,0,2,1,2,1,4
21244,1,7,6,2,2,3,6,7,15,15,2,2,2,0,0,25,0,0,0,0,0,1,0,0,0,2,4,3,3
21245,2,16,2,1,15,0,15,0,15,0,2,2,2,0,0,26,0,0,0,0,0,2,0,0,1,2,1,2,1
21246,1,40,24,1,1,24,24,16,40,1,2,1,1,0,0,7,0,0,0,0,0,1,2,0,0,1,2,1,4
21247,2,52,8,6,46,46,46,46,46,46,1,1,1,0,0,21,0,0,0,0,0,1,0,0,2,1,1,2,1
21248,1,16,8,1,1,1,8,52,15,15,0,2,2,2,0,22,2,0,0,0,0,1,0,0,0,2,1,1,2
21249,2,8,4,3,3,1,46,46,46,46,1,1,1,0,0,26,1,0,0,0,0,1,0,0,2,1,2,4,2
21250,1,8,7,7,7,8,15,15,15,15,2,2,2,0,0,20,2,0,0,0,0,2,0,0,1,2,1,3,1
21251,2,24,8,2,8,7,2,0,46,46,1,1,1,2,0,25,2,0,0,0,0,1,2,1,2,1,3,2,2
21252,1,8,2,2,2,16,8,3,2,1,2,1,1,2,0,5,2,0,0,0,0,1,0,0,0,1,1,3,2
21253,2,42,16,8,8,6,16,12,15,46,1,1,2,2,0,7,2,0,0,0,0,1,0,0,0,1,1,4,3
21254,1,24,8,6,46,46,46,46,46,46,1,1,1,0,0,20,0,0,0,0,0,1,0,0,2,1,2,1,1
21255,2,16,7,4,4,6,7,16,15,15,2,2,2,0,0,7,0,0,0,0,0,2,1,0,0,2,3,1,4
21256,1,24,3,1,1,8,24,7,3,2,2,1,1,0,0,6,2,0,0,0,0,0,0,0,0,1,3,1,2
21257,2,52,7,1,7,16,52,2,1,1,2,1,0,0,0,25,2,0,0,0,0,2,1,0,0,2,1,3,1
21258,1,24,7,2,2,40,7,6,24,1,2,1,1,2,0,5,2,0,0,0,0,1,2,0,0,1,3,2,1
21259,2,7,3,2,7,40,2,7,3,1,2,2,1,2,0,6,2,0,0,0,0,2,1,2,0,2,4,1,2
21260,1,42,16,16,16,1,46,46,46,46,1,1,1,2,0,29,1,0,0,0,0,1,2,0,0,1,1,3,1
21261,2,24,3,2,2,4,46,46,46,46,2,1,1,2,0,29,1,0,0,0,0,0,0,0,0,1,1,1,2
21262,1,4,3,1,1,6,3,2,4,1,2,1,1,1,0,33,1,0,0,0,0,0,0,0,0,1,4,4,1
21263,2,6,6,3,3,8,6,12,15,15,2,2,2,2,0,6,2,0,0,0,0,2,1,0,0,2,2,4,3
21264,1,16,7,6,6,2,7,1,15,46,1,1,2,1,2,22,2,0,0,0,0,0,0,0,0,1,1,1,4
21265,2,12,4,1,12,16,1,8,4,6,2,2,2,0,0,25,1,0,0,0,0,2,1,0,0,2,4,3,4
21266,1,40,8,6,6,16,8,8,40,2,2,0,1,0,0,20,0,1,0,0,1,1,2,1,0,2,2,2,2
21267,2,8,8,3,15,0,15,0,15,0,2,2,2,0,2,6,2,0,0,0,0,2,0,0,1,2,2,3,4
21268,1,8,6,3,3,24,6,16,8,1,2,2,1,1,0,20,1,0,0,0,0,2,0,0,0,2,4,4,3
21270,1,16,6,1,16,2,10,10,10,10,1,2,2,1,0,22,2,0,0,0,0,0,0,0,0,2,1,1,4
21272,2,40,16,16,16,3,46,46,46,46,1,1,1,0,0,7,2,0,0,0,0,1,0,0,2,1,2,4,3
21274,2,24,12,8,12,24,8,8,24,7,2,0,1,1,0,3,1,0,0,0,0,2,0,0,0,2,2,4,3
21275,1,42,24,7,7,2,46,46,46,46,1,1,1,0,0,7,0,0,0,0,0,1,0,0,0,1,1,2,4
21276,2,24,24,2,24,12,2,2,15,46,1,0,2,0,0,28,1,0,0,0,0,2,1,2,0,1,1,4,4
21277,1,8,2,1,8,8,2,3,15,15,0,2,2,2,0,5,2,0,0,0,0,0,0,0,0,2,2,3,1
21278,2,8,1,1,1,6,8,4,1,2,2,1,2,2,0,24,1,0,0,0,0,0,0,0,0,2,4,4,2
21279,1,24,7,3,46,46,46,46,46,46,1,1,1,1,0,29,1,0,0,0,0,1,0,0,2,1,4,3,4
21280,2,40,16,6,6,24,16,7,40,3,2,1,1,2,0,22,2,1,0,0,1,2,1,0,0,1,2,2,2
21282,2,50,40,12,12,2,40,16,15,46,1,1,2,0,1,28,1,0,0,0,0,1,0,0,0,1,3,2,2
